"Trait","Trait.short","N","Nz","Prev","Model","VE_ID","CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Megamonas","g__Megamonas",3571,7796,5.01,"family only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0986864012564905,"0.06-0.14",-7792.10331641554,1.71895485241e-06,0.000125478696938532,0,0,0.90131359874351,"0.87-0.93",-7780.66029486109,-0.0131020549050745,0.00217948798788846,1.83781803148913e-09,0.133858042321508,0.0702630924735288,0.0567673973934721,-0.252181348037375,0.2426728059103,0.298719839155209,0.0469904695977258,0.0448598280451015,0.294871090218141
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Megasphaera","g__Megasphaera",3571,7710,6.06,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.140647351523142,"0.08-0.2",-8496.33188480827,5.24993373045632e-06,0.000603742379002477,0,0,NA,NA,NA,NA,NA,NA,NA,0.859352648476858,"0.81-0.91",-8485.95994931322,0.00637468882965509,0.00269863174326801,0.0181671848183755,0.315646135844729,0.0845471186191712,0.000188930651110673,0.273225034870038,0.295655008622609,0.355416220144571,0.0700217841055399,0.0546385998151614,0.200002563347381
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella","g__Veillonella",3571,5501,32.97,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.12022471003319,"0.07-0.17",-10031.0342001734,1.38290530698955e-05,0.00150736678461861,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.87977528996681,"0.84-0.92",-10021.5879171902,0.00147812507811131,0.00412750924910356,0.720256872765288,0.0126546100542159,0.130696610114291,0.922865912210856,0.380593653809501,0.454593451213904,0.402470246963326,0.118449294558431,0.0840270877745581,0.158641261336406
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia","c__Erysipelotrichia",3571,2501,69.53,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.0552273371897622,"0-0.11",-10098.4718064908,0.0455013651003692,1,0.0136186770428016,0.327237354085603,NA,NA,NA,NA,NA,NA,NA,0.944772662810238,"0.9-0.99",-10096.4718268866,0.0235782192977991,0.00414241926695356,1.25636438249067e-08,-0.102974002561553,0.135731851097514,0.448057397187342,1.32405785937993,0.463993257813506,0.00432249566272435,-0.0307904548319005,0.0858313966626793,0.719795706967231
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname.g__Burkholderiales_noname","g__Burkholderiales_noname",3571,4724,42.44,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.204214683203424,"0.13-0.27",-10346.4639760393,6.54133102758299e-09,9.27784236577761e-07,0,0,0.0557700798156484,"0.01-0.11",-10332.2290976998,0.0226275764811082,0.814456385168663,0,0,0.740015236980927,"0.7-0.78",-10329.6306618986,-0.0126393731119459,0.00463692032244101,0.00641435195152791,-0.12718714112081,0.136886316727458,0.352814308237764,1.09058289652557,0.493505823743782,0.0271143009288536,-0.189394527169372,0.0911408833213727,0.0377055478127943
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila","g__Bilophila",3571,918,88.81,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.123951215557955,"0.07-0.18",-10036.7618326281,3.99529267414623e-05,0.00395533974740477,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.876048784442045,"0.83-0.92",-10028.3250205853,-0.0243868427651948,0.00413920117782409,3.82292304842421e-09,-0.100307084994686,0.130812314423805,0.443199516789032,0.174916196779031,0.455442260166038,0.700935535983157,-0.22485616227172,0.0841809312364881,0.00756018440536862
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio","g__Desulfovibrio",3571,4882,40.51,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.196382711259062,"0.12-0.27",-11207.7852275688,1.07381307510374e-07,1.39595699763486e-05,0,0,0.0576538178297024,"0.01-0.11",-11196.2657436149,0.0226237884769073,0.814456385168663,0,0,0.745963470911236,"0.7-0.79",-11193.6671623128,0.0433306145232123,0.00589830016333529,2.03786307404019e-13,0.544550644821987,0.174693021050359,0.00182586316313729,0.83736418849251,0.628828410695852,0.182983154872256,-0.381051440675568,0.116133332368432,0.00103382988110751
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Klebsiella","g__Klebsiella",3571,7473,8.94,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.114095085255484,"0.06-0.17",-8878.71158498487,9.37219766878687e-05,0.00843497790190818,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.885904914744516,"0.84-0.93",-8871.08201359561,0.0207844652247555,0.00298599335043733,3.38697762716134e-12,0.0651834598312464,0.0948538220641757,0.491957280225682,-0.484373021767827,0.329391239636216,0.141423753300099,0.0811162693687886,0.0608884436226525,0.182790781976715
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter","g__Methanobrevibacter",3571,7441,9.33,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.0425026107918615,"0-0.1",-8217.823920407,0.153971859588582,1,0.032295719844358,0.327237354085603,NA,NA,NA,NA,NA,NA,NA,0.957497389208139,"0.91-1.00",-8216.80769360773,0.00944517955762114,0.00243825525529942,0.000107175474255791,-0.0632967842296375,0.0804370137577525,0.43133387097961,0.825988340962373,0.27402168248875,0.00257558151049337,-0.14337671444892,0.0506992351742921,0.00468418920185903
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa","s__Rothia_mucilaginosa",3571,6210,24.33,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.0533494935293104,"0-0.12",-9476.10055436937,0.133186422666965,1,0.0155642023346304,0.327237354085603,0.0575600841296265,"0.01-0.11",-9477.9500547543,0.0146842106239964,0.681995334663109,0,0,0.889090422341063,"0.85-0.93",-9474.97307161269,0.00687938978901124,0.00352496658160426,0.0509835220201415,-0.497925414592299,0.112528581256833,9.64961217092092e-06,1.62644050291285,0.390264214278841,3.0790871835572e-05,-0.0951161453063107,0.0721371425701346,0.187320915935556
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_adolescentis","s__Bifidobacterium_adolescentis",3571,1473,82.05,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.166060557128915,"0.09-0.24",-10499.1906124486,8.07533521230404e-06,0.000904226571301538,0,0,0.0335088490600733,"0-0.08",-10490.3408310279,0.136199121170169,1,0.00856031128404669,0.0980544747081712,0.800430593811011,"0.76-0.84",-10489.2306386939,-0.0444659548483773,0.00479033916380854,1.65667362773859e-20,0.888554275553178,0.145784833755495,1.09457566883794e-09,0.995385385978952,0.517586366567755,0.0544638427818141,-0.286874500168366,0.095611743464034,0.00269615779651737
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_bifidum","s__Bifidobacterium_bifidum",3571,6021,26.64,"family only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135318841296021,"0.1-0.17",-10748.9933986611,5.72082187539724e-14,4.51944928156382e-12,0,0,0.864681158703979,"0.84-0.89",-10720.7609084971,-0.0522918101806381,0.00499504558432287,1.2023858998303e-25,-0.116441809045332,0.158523943633166,0.462621106997257,-0.481150460665216,0.552220599173956,0.383589725386552,-0.00243229857233687,0.102037877496088,0.980982457165598
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_catenulatum","s__Bifidobacterium_catenulatum",3571,6977,14.99,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.249316351887039,"0.2-0.3",-9326.78393935831,2.53831645812828e-22,4.61973595379347e-20,0,0,NA,NA,NA,NA,NA,NA,NA,0.750683648112961,"0.71-0.79",-9279.56861561046,-0.059887478109037,0.00345461261765669,2.53797418089923e-67,0.386455030267477,0.102269071023251,0.000157581811453472,0.268218486896606,0.367827898002318,0.465882018799855,0.0590839290698425,0.067934239739604,0.384452135547963
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_dentium","s__Bifidobacterium_dentium",3571,7786,5.13,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.0383329176519556,"0-0.1",-7668.38885154826,0.194751881790195,1,0.0443579766536965,0.327237354085603,NA,NA,NA,NA,NA,NA,NA,0.961667082348044,"0.92-1.00",-7667.54820184645,0.0144343499781457,0.00208812082305588,4.75840722499766e-12,0.0250401135869844,0.0690403132097029,0.716837743338271,0.0752710334925168,0.234929556409833,0.748666404409166,0.0068391522649215,0.0434692611517028,0.874982359486204
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum","s__Bifidobacterium_pseudocatenulatum",3571,7508,8.52,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.217872757452154,"0.17-0.26",-8360.36542024672,1.2726358671638e-18,2.18893369152174e-16,0,0,NA,NA,NA,NA,NA,NA,NA,0.782127242547846,"0.75-0.82",-8321.57394235632,-0.0135325475951612,0.00262392526096194,2.5044558173476e-07,-0.0558179660511619,0.0789682347889901,0.479665449676919,0.233802098612667,0.281732722258768,0.406611155428566,0.0544475664430971,0.0520394642204295,0.29543429707157
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__Adlercreutzia_equolifaciens","s__Adlercreutzia_equolifaciens",3571,4508,45.07,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.0916136856336659,"0.02-0.16",-10242.0356650197,0.0118270376666929,0.544043732667873,0.000389105058365759,0.0424124513618677,0.0397351419130902,"0-0.09",-10240.1553125083,0.108501691356325,1,0.00233463035019455,0.0443579766536965,0.868651172453244,"0.83-0.91",-10238.8673575243,-0.0100222499329811,0.00439279467779168,0.0225176808854318,-0.958453916391861,0.138576965570031,4.63260639320198e-12,1.78922371286713,0.483312064926577,0.000213902346087135,-0.197146127582313,0.0893215844444682,0.0273035874759212
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria","c__Betaproteobacteria",3571,160,98.05,"family only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935286078335165,"0.05-0.13",-8435.39308677382,8.38217741133141e-07,6.37045483261187e-05,0,0,0.906471392166483,"0.88-0.93",-8423.25910615976,-0.0195845082926614,0.00260674252338342,5.7778767689069e-14,0.452289987298408,0.0842272059007581,7.87890572246191e-08,-0.28770383515435,0.290541324824739,0.322059863701483,0.0890184797799455,0.0537121925704581,0.097454085635152
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_aerofaciens","s__Collinsella_aerofaciens",3571,718,91.25,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.0813159780278927,"0.01-0.15",-9313.77658874077,0.0238112661914531,0.842670473232924,0.00116731517509728,0.0595330739299611,0.0631706456240692,"0.02-0.11",-9315.12668974739,0.00520002060567114,0.265201050889228,0,0,0.855513376348038,"0.81-0.9",-9311.22242507979,-0.00146717062673641,0.00339456783132947,0.665587836238108,0.388133968658827,0.106518754751325,0.000268633079680338,-0.0321509468014906,0.372667673396518,0.931249852209276,-0.129118520188977,0.0688626322659339,0.0607905565872789
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Gordonibacter.s__Gordonibacter_pamelaeae","s__Gordonibacter_pamelaeae",3571,6967,15.11,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.0928107776689964,"0.04-0.15",-8756.16899841455,0.000561641985461691,0.0449313588369353,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.907189222331004,"0.87-0.95",-8750.21950024399,-0.017353953247185,0.0028706762806238,1.49179319666509e-09,-0.613606934267154,0.0922125283564686,2.84712258718441e-11,0.98099234176952,0.318418592164769,0.00206427102226392,-0.0302873559606029,0.0588737883760333,0.606940549327017
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_cellulosilyticus","s__Bacteroides_cellulosilyticus",3571,4468,45.56,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.287877854159416,"0.22-0.36",-11120.5123714213,1.70698003309496e-15,2.78237745394478e-13,0,0,0.0489301160412515,"0-0.1",-11090.5853309568,0.0605251156606457,1,0,0,0.663192029799332,"0.62-0.7",-11088.8238626144,0.0271054524907671,0.00582500187536285,3.26672258873658e-06,0.0907937772182225,0.164934456732049,0.581987457521127,-0.531835138330467,0.606573681107582,0.380603039847461,-0.0145183595168162,0.112022485709736,0.89688117021394
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_clarus","s__Bacteroides_clarus",3571,6336,22.8,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.24597717357868,"0.19-0.3",-10264.8226298812,2.37008235577926e-19,4.19504576972929e-17,0,0,NA,NA,NA,NA,NA,NA,NA,0.75402282642132,"0.71-0.8",-10224.3708578732,0.0170484192415042,0.00449777159708026,0.000150396021105155,0.0647628941477746,0.133384362024559,0.627296264602114,-0.243673033688722,0.479327359066995,0.611197714082741,0.0693006507939252,0.0885280219974361,0.433738496040245
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei","s__Bacteroides_dorei",3571,847,89.68,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.25828198077654,"0.21-0.31",-9978.89188843915,3.9711095118881e-21,7.18770821651746e-19,0,0,NA,NA,NA,NA,NA,NA,NA,0.74171801922346,"0.7-0.78",-9934.39762996895,0.0166659913488506,0.0041576915827738,6.1112817308404e-05,0.0182278436058194,0.122502826128325,0.881715166875297,0.753788895655564,0.441619219074789,0.0878452500875286,-0.0437983743115237,0.0815607293315781,0.591265389541641
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria","c__Deltaproteobacteria",3571,746,90.91,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.128239217307185,"0.07-0.19",-9803.37887623876,2.48912406457116e-05,0.00261358026779972,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.871760782692815,"0.82-0.92",-9794.49246072359,-0.0139885447415744,0.00388102483953312,0.000312943541485541,0.0718528724349124,0.122379237343163,0.55711447550752,0.73912957968331,0.426561643371125,0.0831380739986167,-0.218358043866126,0.0788396239439404,0.0056116821767459
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fragilis","s__Bacteroides_fragilis",3571,4850,40.9,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.192196857363342,"0.12-0.26",-10983.8927889499,1.70990012929118e-07,2.18867216549271e-05,0,0,0.0400517992967467,"0-0.09",-10971.6396088029,0.0925339129564981,1,0.00194552529182879,0.0389105058365759,0.767751343339911,"0.73-0.81",-10970.2247437822,-0.0263754868027462,0.00551937548275627,1.76424709929531e-06,-0.879237860823297,0.165183692598304,1.0218852844706e-07,0.339178614058778,0.59138895805523,0.566286688027333,0.168978264688348,0.109228947696068,0.121860855695312
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_nordii","s__Bacteroides_nordii",3571,7139,13.01,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.168836871500459,"0.11-0.22",-8732.85259505851,4.77036950552447e-09,6.86933208795524e-07,0,0,NA,NA,NA,NA,NA,NA,NA,0.831163128499541,"0.79-0.88",-8715.71213750176,0.00852984852227797,0.00289756612639154,0.00324211837121121,-0.300262868311537,0.0894587233988062,0.000789527518836927,0.240069284314464,0.315137425753368,0.446183938993472,0.071429218739844,0.0582262017186504,0.219915110828153
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus","s__Bacteroides_ovatus",3571,883,89.24,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.138950481851297,"0.08-0.19",-9704.05374298448,5.18686572698547e-07,6.53545081600169e-05,0,0,NA,NA,NA,NA,NA,NA,NA,0.861049518148703,"0.82-0.9",-9691.45721571815,-0.0268085133174079,0.00378069165272506,1.33240851254264e-12,0.167640818797307,0.118552297234358,0.157342410808336,-0.173712681461091,0.414384559874712,0.675065256556836,-0.057636991719035,0.0765815719955387,0.45167696922956
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae","s__Bacteroides_salyersiae",3571,6695,18.42,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.299297851884825,"0.23-0.37",-10052.1840442503,2.75351847965662e-17,4.65344623061969e-15,0,0,0.065782556913213,"0.01-0.12",-10019.4682424073,0.013656534927198,0.655513676505504,0,0,0.634919591201962,"0.6-0.67",-10016.4272377176,-0.00779814502678306,0.00433289530052307,0.0718995129785452,0.168884493952095,0.120904046571228,0.162459487721237,0.226527242994719,0.447832041042505,0.612975429293896,-0.0180297539013411,0.0827095085979743,0.827437768441349
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_stercoris","s__Bacteroides_stercoris",3571,2792,65.98,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.247296284612344,"0.19-0.3",-11219.2665969978,1.04054023521218e-18,1.80013460691707e-16,0,0,NA,NA,NA,NA,NA,NA,NA,0.752703715387656,"0.71-0.8",-11180.2762636226,0.00926927429685655,0.00587993945111198,0.114928253042347,0.720048978231716,0.174252578666018,3.59285378070816e-05,0.550491493134424,0.626403089827269,0.379502404112883,-0.0205423079945858,0.11569128190306,0.859067427424423
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_vulgatus","s__Bacteroides_vulgatus",3571,325,96.04,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.12068220650936,"0.05-0.19",-8927.11950563142,0.00113144197860732,0.081463822459727,0.000389105058365759,0.0424124513618677,0.0434768112097895,"0-0.09",-8923.60149103899,0.0590792101013215,1,0.000389105058365759,0.0108949416342412,0.83584098228085,"0.79-0.88",-8921.81996769612,-0.00579758391920053,0.00306176877205086,0.0582859951732928,0.207180471002096,0.0949703985098119,0.0291444733069344,-0.191766177245923,0.334064957527619,0.565941687647118,0.0409754281711257,0.0617226420435415,0.50677748223238
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens","s__Bacteroides_xylanisolvens",3571,2456,70.07,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.219290471065414,"0.17-0.27",-10356.4547814477,1.51376841718154e-15,2.48258020417773e-13,0,0,NA,NA,NA,NA,NA,NA,NA,0.780709528934586,"0.74-0.82",-10324.6479578988,-0.00160747514483311,0.00459933195621284,0.726712563028616,0.431008675451303,0.138316542252851,0.0018325787715874,0.546782982400091,0.49364832317305,0.268018762085612,0.275134704453639,0.0911822746070529,0.00254941068648941
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_noname.g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8","s__Bacteroidales_bacterium_ph8",3571,623,92.41,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.0920266819699476,"0.02-0.17",-9720.89733004973,0.0133245520740947,0.599604843334262,0.000389105058365759,0.0424124513618677,0.0634261485958201,"0.01-0.12",-9720.68425445345,0.0169711986250767,0.712790342253221,0,0,0.844547169434232,"0.8-0.89",-9717.83457954475,-0.00237037175814113,0.00381413666396659,0.534290384981973,0.0114460621851796,0.119002516167575,0.923374944119298,1.07270798301067,0.417537568674031,0.0101954421227448,-0.216730334302956,0.0771471603563201,0.00496477243678626
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Coprobacter.s__Coprobacter_fastidiosus","s__Coprobacter_fastidiosus",3571,4236,48.39,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.115303874101105,"0.06-0.17",-10431.6260830597,4.38782036931978e-05,0.00421230755454699,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.884696125898895,"0.84-0.93",-10423.278186753,0.00143280878577147,0.00461313945993749,0.756110055718869,0.0346644545614492,0.146449670479464,0.812890501474584,0.419350021376612,0.508726187551435,0.409761274327923,0.131287847576533,0.0940376091619829,0.162678167815502
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Odoribacter.s__Odoribacter_splanchnicus","s__Odoribacter_splanchnicus",3571,1948,76.26,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.0776089621315939,"0.02-0.13",-10868.6118200383,0.00792350168514339,0.404098585942313,0.00311284046692607,0.149416342412451,NA,NA,NA,NA,NA,NA,NA,0.922391037868406,"0.88-0.97",-10865.0864783499,-0.0290109112115637,0.00516914677122125,1.99630619192105e-08,0.105469794179441,0.167377956492699,0.528609836233561,1.61584652511359,0.575631816611461,0.00499922946081722,-0.0448756591808257,0.106450658140884,0.67334401511472
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_distasonis","s__Parabacteroides_distasonis",3571,1593,80.59,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.187503209751445,"0.11-0.26",-10331.0874030017,3.28073558360917e-07,4.16653419118365e-05,0,0,0.10605905912933,"0.05-0.16",-10325.8161356365,8.10158280634327e-05,0.00559009213637686,0,0,0.706437731119225,"0.67-0.75",-10318.0489169163,0.00523788566197239,0.0046395651367444,0.258914507437282,0.332109867107597,0.135016028463116,0.0139021803044144,0.462767375618125,0.490555392520912,0.345499880444677,-0.0690995881450552,0.0905803373493827,0.445550370399874
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_unclassified","s__Parabacteroides_unclassified",3571,4089,50.18,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.12020728435396,"0.05-0.19",-11393.2684768351,0.000662834840036688,0.0503754478427883,0.000389105058365759,0.0424124513618677,0.0312522106116423,"0-0.08",-11388.4798988017,0.155903727154504,1,0.011284046692607,0.11284046692607,0.848540505034398,"0.81-0.89",-11387.4731412312,0.0259149561351191,0.00609183468593397,2.09940425589884e-05,-0.336893656123228,0.190076070489465,0.0763257131491086,-1.02210065795749,0.666474377084617,0.125129730753656,0.204244381822268,0.123153310102056,0.0972254029393328
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella.s__Paraprevotella_clara","s__Paraprevotella_clara",3571,4443,45.86,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.305622923386889,"0.24-0.37",-11105.2181475746,4.41895135603058e-19,7.73316487305351e-17,0,0,0.0468151403329505,"0-0.1",-11067.6251278656,0.0341631254899899,1,0,0,0.64756193628016,"0.61-0.69",-11065.3818671517,0.0128470937515296,0.00580406558330864,0.0268656306583895,1.23949726402908,0.162915800926307,2.7792279083435e-14,-0.391461297482783,0.601596548530157,0.515237562386158,0.00640354341603452,0.111107073008312,0.954040178274996
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_copri","s__Prevotella_copri",3571,2012,75.48,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.224848886346774,"0.17-0.27",-11175.9373610389,4.56731223417647e-17,7.62741143107471e-15,0,0,NA,NA,NA,NA,NA,NA,NA,0.775151113653226,"0.74-0.82",-11140.6797555052,-0.0133788340233292,0.00578716930263455,0.0207881736518806,0.807098542491595,0.173533698722877,3.30391095272223e-06,1.63818100976625,0.620225050292632,0.00825961847274708,0.387549715109163,0.11455963318686,0.000717112218910252
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_stercorea","s__Prevotella_stercorea",3571,7478,8.88,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.190322770004461,"0.14-0.24",-9407.77430316128,1.77936289702947e-11,2.70463160348479e-09,0,0,NA,NA,NA,NA,NA,NA,NA,0.809677229995539,"0.77-0.85",-9385.17447489114,0.0165149508619303,0.00351252134451759,2.57957877240098e-06,0.468859280358253,0.107239791749314,1.23077182790204e-05,0.419647710291355,0.379884727767929,0.269302095949903,-0.06043115477428,0.07017942848133,0.389185724301823
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_indistinctus","s__Alistipes_indistinctus",3571,2529,69.18,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.178715396306555,"0.12-0.23",-10919.5074712186,3.12775855079398e-10,4.62908265517509e-08,0,0,NA,NA,NA,NA,NA,NA,NA,0.821284603693445,"0.78-0.87",-10899.7108880303,-0.00957405842206535,0.00535364652499049,0.0737236338843428,0.175044100965996,0.164440465185097,0.287109893007663,1.40349700327513,0.580763365095607,0.0156644251455654,-0.148077192588855,0.107297244524189,0.167566572698183
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_putredinis","s__Alistipes_putredinis",3571,158,98.07,"cohousing only",NA,NA,NA,NA,NA,NA,NA,0.140201599274238,"0.08-0.2",-8631.42733774034,2.46933465049916e-06,0.000291381488758901,0,0,NA,NA,NA,NA,NA,NA,NA,0.859798400725762,"0.81-0.91",-8620.33224734879,-0.0101172332209852,0.00280180549547579,0.000305054945104149,-0.222761640992752,0.0877998781486311,0.0111758402035839,0.828276319221386,0.306993863778276,0.00697527482648288,-0.112103714017714,0.0567342982609927,0.0481612842143524
